Word\CobLog\Class\SylCnt
bounce\0.30\N\1
bounce\1.20\V\1
bound\0.00\N\1
bound\0.78\V\1
bound\1.67\A\1
bounds\0.70\N\1
bourn\0.00\N\1
bourse\0.00\N\1
bout\0.95\N\1
bow\1.11\N\1
bow\0.70\N\1
bow\0.48\V\1
bow\1.20\V\1
bow\0.00\V\1
bow\0.00\N\1
bowed\0.48\A\1
bowl\1.52\N\1
bowl\1.11\V\1
bowls\0.00\N\1
box\0.00\N\1
box\2.01\N\1
box\0.00\V\1
box\0.00\V\1
boy\2.54\N\1
boy\0.95\I\1
boys\0.48\N\1
bra\0.78\N\1
brace\0.30\N\1
brace\0.78\V\1
bract\0.00\N\1
brad\0.60\N\1
brae\0.00\N\1
brag\0.30\V\1
brag\0.00\N\1
braid\0.30\N\1
braid\0.48\V\1
braille\0.00\N\1
brain\1.88\N\1
brain\0.00\V\1
brains\1.04\N\1
braise\0.00\V\1
brake\0.90\N\1
brake\0.48\V\1
bran\0.48\N\1
branch\1.97\N\1
branch\0.48\V\1
brand\1.11\N\1
brand\0.48\V\1
brash\0.30\A\1
brass\1.28\N\1
brat\0.30\N\1
brave\0.00\N\1
brave\0.30\V\1
brave\1.32\A\1
brawl\0.30\N\1
brawl\0.00\V\1
brawn\0.00\N\1
bray\0.00\N\1
bray\0.00\V\1
braze\0.00\V\1
breach\1.00\N\1
breach\0.30\V\1
bread\1.87\N\1
breadth\0.60\N\1
break\1.48\N\1
break\2.36\V\1
bream\0.85\N\1
breast\1.87\N\1
breast\0.00\V\1
breath\1.77\N\1
breathe\1.64\V\1
breech\0.30\N\1
breed\0.78\N\1
breed\1.28\V\1
breeze\1.08\N\1
breeze\0.00\V\1
Bren\0.00\N\1
breve\0.00\N\1
brew\0.30\N\1
brew\0.78\V\1
bribe\0.70\N\1
bribe\0.70\V\1
brick\1.63\N\1
bride\1.08\N\1
bridge\1.82\N\1
bridge\0.60\V\1
Brie\0.00\N\1
Brie\0.00\N\1
brief\0.60\N\1
brief\0.70\V\1
brief\1.64\A\1
briefs\0.00\N\1
brig\0.00\N\1
bright\1.93\A\1
bright\0.00\ADV\1
Bright\0.30\N\1
brill\0.00\N\1
brim\0.48\N\1
brim\0.48\V\1
brine\0.30\N\1
bring\2.71\V\1
brink\0.78\N\1
brisk\0.95\A\1
Brit\0.00\\1
broach\0.30\V\1
broad\0.30\N\1
broad\1.71\A\1
brogue\0.00\N\1
broil\0.00\N\1
broil\0.00\V\1
broke\0.48\A\1
Bronx\0.30\N\1
bronze\1.20\N\1
bronze\0.00\V\1
brooch\0.48\N\1
brood\0.30\N\1
brood\1.00\V\1
brood\0.00\A\1
brook\0.60\N\1
brook\0.00\V\1
broom\0.90\N\1
broth\0.30\N\1
brow\1.15\N\1
brown\0.48\V\1
brown\1.88\A\1
brown\0.95\N\1
browse\0.00\N\1
browse\0.48\V\1
bruise\0.70\N\1
bruise\0.90\V\1
brunch\0.00\N\1
brunt\0.30\N\1
brush\1.23\N\1
brush\1.38\V\1
brusque\0.00\A\1
brute\0.48\N\1
brute\0.48\A\1
buck\0.00\N\1
buck\0.95\N\1
buck\0.48\V\1
bucked\0.00\A\1
bud\0.85\N\1
bud\0.00\V\1
budge\0.48\V\1
buff\0.00\N\1
buff\0.00\V\1
buff\0.00\A\1
bug\0.70\N\1
bug\0.78\V\1
buhl\0.00\N\1
build\0.60\N\1
build\2.38\V\1
bulb\1.08\N\1
bulge\0.60\N\1
bulge\1.04\V\1
bulk\0.00\V\1
bulk\1.34\N\1
bull\1.43\N\1
bull\0.00\I\1
bull\0.00\V\1
Bull\0.00\N\1
Bull\0.60\N\1
bum\0.60\N\1
bum\0.00\V\1
bum\0.00\A\1
bumf\0.00\N\1
bump\0.70\N\1
bump\1.04\V\1
bump\0.00\ADV\1
bun\0.85\N\1
bunch\1.28\N\1
bunch\0.48\V\1
bung\0.00\N\1
bung\0.00\V\1
bunk\0.00\N\1
bunk\0.85\N\1
bunk\0.00\V\1
buoy\0.00\N\1
buoy\0.00\V\1
burg\0.00\N\1
burke\0.70\V\1
burn\1.04\N\1
burn\1.94\V\1
burp\0.00\N\1
burp\0.00\V\1
burr\0.00\N\1
burr\0.00\N\1
burr\0.00\V\1
burst\1.11\N\1
burst\1.58\V\1
bus\1.90\N\1
bus\0.00\V\1
bush\1.75\N\1
bushed\0.00\A\1
busk\0.00\V\1
bust\0.78\N\1
bust\0.48\V\1
bust\0.00\A\1
but\0.00\ADV\1
but\0.00\PREP\1
but\0.00\PRON\1
but\3.73\C\1
but\0.00\N\1
butch\0.00\A\1
butch\0.00\N\1
butt\0.90\N\1
butt\0.30\V\1
buy\0.00\N\1
buy\2.41\V\1
buzz\0.48\N\1
buzz\0.90\V\1
by\1.95\ADV\1
by\3.64\PREP\1
bye\0.00\N\1
bye\1.04\I\1
c\2.48\N\1
C\2.47\\1
c\2.47\\1
c\2.47\\1
cab\1.04\N\1
cache\0.00\N\1
cache\0.00\V\1
cad\0.00\N\1
cadge\0.00\V\1
cadge\0.00\N\1
caff\0.00\N\1
cage\1.20\N\1
cage\0.30\V\1
cairn\0.48\N\1
cake\1.53\N\1
cake\0.30\V\1
calf\1.32\N\1
calk\0.00\N\1
calk\0.00\V\1
calk\0.00\V\1
call\1.77\N\1
call\2.84\V\1
calm\0.95\N\1
calm\1.11\V\1
calm\1.40\A\1
calve\0.00\V\1
cam\0.30\N\1
camp\1.89\N\1
camp\1.20\V\1
camp\0.00\A\1
can\0.95\N\1
can\3.60\V\1
can\0.70\V\1
cane\1.00\N\1
cane\0.30\V\1
canned\0.00\A\1
cant\0.00\N\1
cant\0.00\V\1
can't\2.55\\1
cap\1.57\N\1
cap\0.48\V\1
cape\1.20\N\1
car\2.55\N\1
card\1.85\N\1
card\0.00\V\1
cards\0.90\N\1
care\1.98\N\1
care\2.08\V\1
Carl\0.78\N\1
carp\0.70\N\1
carp\0.00\V\1
cart\1.04\N\1
cart\0.48\V\1
carve\1.30\V\1
case\2.69\N\1
case\0.00\V\1
cash\1.70\N\1
cash\0.85\V\1
cask\0.00\N\1
casque\0.00\N\1
cast\1.36\N\1
cast\1.61\V\1
caste\0.78\N\1
cat\1.83\N\1
catch\1.00\N\1
catch\2.29\V\1
caul\0.00\N\1
cause\2.01\N\1
cause\2.23\V\1
cave\1.57\N\1
caw\0.00\N\1
caw\0.00\V\1
cease\0.00\N\1
cease\1.57\V\1
cede\0.00\V\1
cell\1.83\N\1
Celt\0.00\N\1
cense\0.00\V\1
cent\2.46\N\1
cent\2.45\\1
cert\0.00\N\1
Chad\0.48\N\1
chafe\0.00\N\1
chafe\0.30\V\1
chaff\0.00\N\1
chaff\0.00\V\1
chain\1.68\N\1
chain\0.78\V\1
chair\2.13\N\1
chair\0.60\V\1
chaise\0.00\N\1
chalk\0.95\N\1
chalk\0.00\V\1
champ\0.00\N\1
champ\0.00\V\1
chance\2.24\N\1
chance\0.30\V\1
chance\0.78\A\1
change\2.32\N\1
change\2.66\V\1
chant\0.48\N\1
chant\0.90\V\1
chap\1.45\N\1
chap\0.00\V\1
chaps\0.00\N\1
char\0.00\N\1
char\0.48\V\1
char\0.00\N\1
char\0.00\V\1
chard\0.00\N\1
charge\1.98\N\1
charge\1.65\V\1
charged\0.60\A\1
charm\1.34\N\1
charm\0.60\V\1
chart\1.26\N\1
chart\0.30\V\1
chase\0.70\N\1
chase\1.30\V\1
chaste\0.48\A\1
chat\1.08\N\1
chat\1.08\V\1
chaw\0.00\V\1
chaw\0.00\N\1
cheap\1.80\A\1
cheap\0.85\ADV\1
cheap\0.00\N\1
cheat\0.00\N\1
cheat\1.15\V\1
check\1.49\N\1
check\1.92\V\1
checked\0.30\A\1
cheek\1.65\N\1
cheek\0.00\V\1
cheep\0.00\N\1
cheep\0.00\V\1
cheer\0.78\N\1
cheer\1.18\V\1
cheers\0.30\I\1
cheese\1.49\N\1
chef\0.48\N\1
cheque\1.60\N\1
chess\1.18\N\1
chest\1.68\N\1
chew\0.00\N\1
chew\1.30\V\1
chi\0.30\N\1
chic\0.30\N\1
chic\0.48\A\1
chick\0.70\N\1
chide\0.30\V\1
chief\1.81\N\1
chief\1.71\A\1
child\3.03\N\1
chill\0.85\N\1
chill\1.00\V\1
chill\0.60\A\1
chime\0.30\N\1
chime\0.48\V\1
chimp\0.30\N\1
chin\1.43\N\1
chine\0.00\N\1
chink\0.30\N\1
chink\0.00\V\1
Chink\0.00\N\1
chintz\0.00\N\1
chip\1.18\N\1
chip\0.78\V\1
chirp\0.00\N\1
chirp\0.00\V\1
chit\0.00\N\1
chive\0.00\N\1
choc\0.00\N\1
chock\0.00\N\1
chock\0.00\V\1
choice\2.06\N\1
choice\0.00\A\1
choke\0.00\N\1
choke\1.15\V\1
chomp\0.00\V\1
choose\2.25\V\1
chop\0.70\N\1
chop\1.28\V\1
chop\0.00\N\1
chord\0.70\N\1
chore\0.90\N\1
chow\0.00\N\1
Christ\1.52\N\1
Christ\1.30\I\1
chrome\0.48\N\1
chub\0.70\N\1
chuck\0.00\N\1
chuck\0.70\V\1
chuck\0.00\N\1
chug\0.00\N\1
chug\0.30\V\1
chum\0.60\N\1
chum\0.00\V\1
chump\0.00\N\1
chunk\0.90\N\1
church\2.26\N\1
church\0.00\A\1
church\0.00\V\1
churl\0.00\N\1
churn\0.00\N\1
churn\0.70\V\1
chute\0.30\N\1
cinch\0.00\N\1
cinch\0.00\V\1
cirque\0.00\N\1
cite\1.04\V\1
clack\0.00\N\1
clack\0.00\V\1
clad\0.60\A\1
claim\1.76\N\1
claim\2.00\V\1
clam\0.00\V\1
clam\0.48\N\1
clamp\0.30\N\1
clamp\0.60\V\1
clan\0.95\N\1
clang\0.00\N\1
clang\0.48\V\1
clank\0.00\N\1
clank\0.48\V\1
clap\0.00\N\1
clap\1.08\V\1
clap\0.00\N\1
claque\0.00\N\1
clarts\0.00\N\1
clash\1.00\N\1
clash\0.70\V\1
clasp\0.30\N\1
clasp\1.08\V\1
class\2.44\N\1
class\0.60\V\1
clause\1.00\N\1
claw\0.95\N\1
claw\0.78\V\1
clay\1.32\N\1
clean\0.30\N\1
clean\1.78\V\1
clean\1.80\A\1
clean\0.30\ADV\1
cleanse\0.48\V\1
clear\0.00\N\1
clear\1.69\V\1
clear\2.36\A\1
clear\0.70\ADV\1
cleat\0.30\N\1
cleave\0.60\V\1
clef\0.00\N\1
cleft\0.48\N\1
clench\1.00\V\1
clerk\1.48\N\1
clerk\0.00\V\1
clew\1.34\N\1
clew\0.00\V\1
click\0.78\N\1
click\0.95\V\1
cliff\1.38\N\1
Cliff\0.30\N\1
climb\1.15\N\1
climb\1.96\V\1
clime\0.00\N\1
clinch\0.00\N\1
clinch\0.30\V\1
cline\0.00\N\1
cling\1.43\V\1
clink\0.00\N\1
clink\0.30\V\1
clink\0.00\N\1
clip\0.00\N\1
clip\0.70\V\1
clip\0.60\N\1
clip\0.48\V\1
clique\0.48\N\1
cloak\0.90\N\1
cloak\0.00\V\1
cloche\0.00\N\1
clock\1.59\N\1
clock\0.00\V\1
clod\0.30\N\1
clog\0.00\N\1
clog\0.60\V\1
clone\0.00\N\1
clop\0.00\V\1
clop\0.00\N\1
close\0.00\N\1
close\0.60\N\1
close\2.08\V\1
close\2.10\A\1
close\2.01\ADV\1
closed\1.68\A\1
clot\0.30\N\1
clot\0.48\V\1
cloth\1.69\N\1
clothe\0.95\V\1
clothes\2.09\N\1
cloud\1.75\N\1
cloud\0.70\V\1
clout\0.30\N\1
clout\0.00\V\1
clove\0.30\N\1
clown\0.60\N\1
clown\0.00\V\1
cloy\0.30\V\1
club\2.09\N\1
club\0.00\V\1
cluck\0.00\N\1
cluck\0.00\V\1
clue\0.00\N\1
clump\0.85\N\1
clump\0.30\V\1
clunk\0.00\V\1
clunk\0.00\N\1
clutch\0.60\N\1
clutch\1.32\V\1
Co.\1.04\\1
coach\1.53\N\1
coach\0.78\V\1
coal\1.65\N\1
coal\0.00\V\1
coarse\1.08\A\1
coast\1.70\N\1
coast\0.00\V\1
coat\1.79\N\1
coat\0.78\V\1
coax\0.70\V\1
cob\0.30\N\1
cock\0.85\N\1
cock\0.85\V\1
cod\1.00\N\1
cod\0.00\V\1
code\1.48\N\1
code\0.70\V\1
cog\0.30\N\1
coif\0.00\N\1
coign\0.00\N\1
coil\0.70\N\1
coil\0.70\V\1
coin\1.23\N\1
coin\0.48\V\1
coke\0.78\N\1
coke\0.00\V\1
col\0.30\N\1
cold\1.36\N\1
cold\2.22\A\1
cold\0.60\ADV\1
colt\0.30\N\1
Colt\0.00\N\1
Colt\0.00\N\1
comb\0.70\N\1
comb\0.95\V\1
come\3.29\V\1
come\0.00\N\1
coms\0.00\N\1
con\0.30\N\1
con\0.00\V\1
con\0.00\ADV\1
con\0.00\N\1
con\0.00\N\1
con\0.48\V\1
conch\1.00\N\1
cone\0.78\N\1
conk\0.00\N\1
conk\0.00\V\1
coo\0.00\N\1
coo\0.48\V\1
cook\1.26\N\1
cook\1.86\V\1
cool\0.00\N\1
cool\1.42\V\1
cool\1.60\A\1
cool\0.60\ADV\1
coon\0.00\N\1
coop\0.00\N\1
coot\0.00\N\1
cop\0.00\N\1
cop\1.20\N\1
cop\0.00\V\1
cope\0.30\N\1
cope\1.64\V\1
copse\0.30\N\1
Copt\0.00\N\1
cor\0.00\I\1
cord\1.04\N\1
cord\0.00\V\1
cords\0.00\N\1
core\1.26\N\1
core\0.00\V\1
cork\0.70\N\1
cork\0.00\V\1
corked\0.00\A\1
corm\0.00\N\1
corn\1.38\N\1
corn\0.30\V\1
corps\1.28\N\1
corpse\1.23\N\1
corse\0.00\N\1
cos\0.00\N\1
cos\1.00\C\1
cos\1.04\\1
cosh\0.00\N\1
cosh\0.00\V\1
cost\2.26\N\1
cost\1.74\V\1
costs\0.00\N\1
cot\1.08\N\1
cot\1.04\\1
cote\0.00\N\1
couch\1.00\N\1
couch\0.30\V\1
cough\1.08\N\1
cough\1.08\V\1
count\1.08\N\1
count\1.80\V\1
count\1.62\N\1
coup\0.90\N\1
coupe\0.00\N\1
course\2.86\N\1
course\0.00\V\1
court\2.17\N\1
court\0.78\V\1
couth\0.00\A\1
cove\0.48\N\1
cow\1.60\N\1
cow\0.30\V\1
cowl\0.00\N\1
cowl\0.00\V\1
cox\0.00\N\1
cox\0.00\V\1
coy\0.30\A\1
crab\0.00\V\1
crab\0.95\N\1
crab\0.00\V\1
crack\1.34\N\1
crack\1.28\V\1
crack\0.00\A\1
cracked\0.90\A\1
craft\1.26\N\1
craft\0.00\V\1
crag\0.48\N\1
cragged\0.00\A\1
crake\0.00\N\1
cram\1.04\V\1
cramp\0.48\N\1
cramp\0.30\V\1
cramped\0.78\A\1
cramps\0.00\N\1
crane\0.60\N\1
crane\0.30\V\1
crank\0.48\N\1
crank\0.30\V\1
crap\0.78\N\1
crap\0.00\V\1
crap\0.00\I\1
crape\0.00\N\1
craps\0.00\N\1
crash\1.18\N\1
crash\1.28\V\1
crash\0.00\ADV\1
crash\0.00\A\1
crass\0.00\A\1
crate\0.78\N\1
crate\0.00\V\1
crave\0.70\V\1
crawl\0.00\N\1
crawl\1.40\V\1
craze\0.48\N\1
craze\0.30\V\1
crazed\0.00\A\1
creak\0.00\N\1
creak\0.90\V\1
cream\1.48\N\1
cream\0.60\V\1
cream\0.30\A\1
crease\0.60\N\1
crease\0.60\V\1
creche\0.48\N\1
creed\0.78\N\1
creek\1.20\N\1
creel\0.00\N\1
creep\0.48\N\1
creep\1.42\V\1
creeps\0.00\N\1
crepe\0.00\N\1
crepe\0.00\N\1
cress\0.00\N\1
crest\0.90\N\1
crest\0.00\V\1
crew\1.43\N\1
crew\0.00\V\1
crib\0.00\N\1
crib\0.00\V\1
crick\0.00\N\1
crick\0.00\V\1
crime\1.81\N\1
crime\0.00\V\1
crimp\0.00\V\1
cringe\0.48\V\1
cripes\0.00\I\1
crisp\0.00\N\1
crisp\0.00\V\1
crisp\1.00\A\1
croak\0.00\N\1
croak\0.30\V\1
crock\0.00\N\1
crock\0.00\V\1
croft\0.00\N\1
crone\0.00\N\1
crook\0.78\N\1
crook\0.00\V\1
crook\0.00\A\1
croon\0.30\V\1
crop\1.73\N\1
crop\0.90\V\1
crore\0.00\N\1
crore\0.00\NUM\1
cross\1.34\N\1
cross\1.88\V\1
cross\1.08\A\1
Cross\0.60\N\1
crosse\0.48\N\1
crotch\0.30\N\1
crouch\0.00\N\1
crouch\1.15\V\1
croup\0.00\N\1
crow\0.00\N\1
crow\0.48\V\1
crow\0.70\N\1
crowd\1.81\N\1
crowd\0.90\V\1
crown\1.38\N\1
crown\0.78\V\1
crude\1.32\A\1
crude\0.00\N\1
cruel\1.45\A\1
cruise\0.70\N\1
cruise\1.30\V\1
crumb\0.70\N\1
crunch\0.48\N\1
crunch\0.60\V\1
cruse\0.00\N\1
crush\0.48\N\1
crush\1.32\V\1
crust\0.90\N\1
crutch\0.60\N\1
crux\0.30\N\1
cry\1.46\N\1
cry\2.08\V\1
crypt\0.30\N\1
cub\0.60\N\1
cube\0.95\N\1
cube\0.30\V\1
cubs\0.00\N\1
cud\0.00\N\1
cue\0.85\N\1
cuff\0.00\N\1
cuff\0.30\V\1
cuff\0.78\N\1
cuffs\0.00\N\1
cull\0.00\N\1
cull\0.48\V\1
cult\1.00\N\1
cunt\0.48\N\1
cup\1.89\N\1
cup\0.60\V\1
cur\0.00\N\1
curb\0.00\N\1
curb\0.70\V\1
curd\0.60\N\1
cure\1.15\N\1
cure\1.32\V\1
curl\0.90\N\1
curl\1.18\V\1
curse\1.00\N\1
curse\1.18\V\1
curst\0.00\A\1
curt\0.30\A\1
curve\1.32\N\1
curve\1.08\V\1
cusp\0.00\N\1
cuss\0.00\N\1
cuss\0.00\V\1
cut\1.57\N\1
cut\2.28\V\1
cute\0.48\A\1
cwm\0.00\N\1
cyst\0.00\N\1
czar\0.00\N\1
Czech\0.48\N\1
Czech\0.48\A\1
'd\2.11\\1
'd\2.11\\1
d\2.11\N\1
d\2.11\\1
D\2.11\\1
d\2.02\\1
dab\0.30\N\1
dab\0.70\V\1
dabs\0.00\N\1
dace\0.30\N\1
dad\1.51\N\1
daft\0.48\A\1
